tweets,id,len,date,source,likes,retweets,polarity,sentiment,companies
As the Delta variant spike in COVID cases has retreated we re seeing a renewed pickup in economic activity Michelle Girard says The most encouraging takeaway is that we re heading into the fourth quarter with a little bit of renewed momentum,1456704758845169672,294,2021-11-05 19:27:33,Twitter Media Studio - LiveCut,10,5,0.128125,wpositive,None
Four months ago recruiting was 40 backfill 60 new s Evan Sohn says on the Great Resignation This month we actually through our recruiter index saw that 53 were actually backfill so more roles are being backfilled than were actually new jobs,1456702566138589188,299,2021-11-05 19:18:50,Twitter Media Studio - LiveCut,13,8,0.26212121212121214,wpositive,None
taste tests the holiday additions to the SBUX menu,1456699896988323842,92,2021-11-05 19:08:14,Twitter Media Studio - LiveCut,9,3,0.0,neutral,None
What I wanted to do was really just understand the Macy s customer first Natasha Moor Cosmetics Founder Natasha Moor says about the cosmetics brand s online sales with M before expanding to brick and mortar stores Full interview,1456698695987220490,258,2021-11-05 19:03:27,Twitter Media Studio - LiveCut,7,2,0.26666666666666666,wpositive,None
DevOps you know that s the story of our lives JFrog CEO says JFrog builds the platform that helps the developers become faster and more secure as they build software and release it and therefore help companies fulfill their digital transformation,1456694884019081218,298,2021-11-05 18:48:19,Twitter Media Studio - LiveCut,5,2,0.3,wpositive,None
Consumers are moving from brand loyalty toward wanting to try more variety more small medium businesses Intuit VP of Commerce Shilpa Reddy says They are trying online so it s extremely critical for small businesses to be able to present online channels,1456692917351948292,301,2021-11-05 18:40:30,Twitter Media Studio - LiveCut,10,5,0.14285714285714285,wpositive,None
Here s why some unemployed workers aren t looking for a new job by tsekova,1456692765656506369,131,2021-11-05 18:39:54,SocialFlow,5,5,0.13636363636363635,wpositive,None
Vaccine mandate New details answer lingering questions about long awaited rule by,1456692687692783618,143,2021-11-05 18:39:35,SocialFlow,8,4,0.043181818181818175,wpositive,None
Dropbox founder we are gearing up for the metaverse by,1456692593723691014,115,2021-11-05 18:39:13,SocialFlow,29,6,0.0,neutral,None
We ve seen urban restaurants in particular have had outsized growth in past couple of months CEO Dave Boennighausen says We tend to be a suburban brand It s exciting as we re seeing 70 plus of our pre COVID in restaurant sales return,1456690357358448645,282,2021-11-05 18:30:19,Twitter Media Studio - LiveCut,5,1,0.04333333333333333,wpositive,None
ferre breaks down UBER s gains after earnings and the hit WKHS is taking amid a DOJ probe,1456685753895948289,123,2021-11-05 18:12:02,Twitter Media Studio - LiveCut,2,2,-0.15555555555555559,wnegative,None
Southwest Airlines CEO Bob Jordan discusses mask mandates,1456685242102603781,106,2021-11-05 18:10:00,Twitter Media Studio,10,4,0.0,neutral,None
As workers strike Kellogg s resorts to importing their products from other manufacturing hubs in Mexico the U K and Australia explains We re definitely seeing that these workers have the upper hand they re leaving their footprint and making it clear,1456684966419566594,299,2021-11-05 18:08:54,Twitter Media Studio - LiveCut,8,3,-0.006249999999999995,wnegative,None
We re more than a few steps away from saying this is the end of the pandemic Emergency Medicine Physician Dr says on the new PFE antiviral pill Very much looking forward to having another weapon in the arsenal to fight COVID but this won t be a miracle pill,1456682349710688259,303,2021-11-05 17:58:30,Twitter Media Studio - LiveCut,7,0,0.17409090909090907,wpositive,None
I support the vaccine says But having that federal one size mandate increases some vaccine resistance in key sectors like truck driving delivery manufacturing key places where we have a job shortage,1456682029014265859,249,2021-11-05 17:57:14,Twitter Media Studio - LiveCut,6,1,0.0,neutral,None
There s no doubt that there are individual items where there s strong bipartisan consensus says on the infrastructure plans They just don t meet that standard in these two particular measures today in the House Full comments,1456679305765957635,271,2021-11-05 17:46:24,Twitter Media Studio - LiveCut,3,0,0.19,wpositive,None
Peloton stock is crashing is it time to go all in by,1456676975645544455,116,2021-11-05 17:37:09,SocialFlow,22,9,0.0,neutral,None
Treat people like humans and the labor crisis will improve top economist by,1456676915331350528,136,2021-11-05 17:36:55,SocialFlow,13,2,0.5,positive,None
The mood at the Glasgow COP26 climate conference has been one of cautious optimism reports If you look at the pledges that are made they re not necessarily binding,1456675217531674625,208,2021-11-05 17:30:10,Twitter Media Studio - LiveCut,6,1,0.0,neutral,None
Global Investments Senior Strategist Brian Jacobsen on whether President Biden s infrastructure bill would stimulate job growth Yes on the margin it would likely make things better but I don t think it will be a panacea of any sort,1456672418966159360,273,2021-11-05 17:19:03,Twitter Media Studio - LiveCut,5,1,0.16666666666666666,wpositive,None
Philip Hammond Big finance s move into crypto is unstoppable via,1456664250093608960,129,2021-11-05 16:46:35,SocialFlow,12,4,0.0,neutral,None
Big banks getting in the game of hiring crypto talent by,1456664148801171461,116,2021-11-05 16:46:11,SocialFlow,41,14,-0.2,wnegative,None
When I think about payment for order flow I think it has been a significant contributing factor to a fantastic revolution for retail investment says,1456664018475696143,188,2021-11-05 16:45:40,Twitter Media Studio - LiveCut,8,1,0.3875,positive,None
Congress should act here says about stablecoin regulation It is not at all obvious to me that the optimal outcome is to treat all stablecoin issuers as though they re banks,1456663301430067208,214,2021-11-05 16:42:49,Twitter Media Studio - LiveCut,8,1,0.0,neutral,None
Oppenheimer Head of Internet Research Jason Helfstein on Peleton s earnings miss I don t think anybody s doubting the demand for virtual fitness Clearly the company had massive wind at their back due to COVID The question is Is their new guidance right,1456660533231472643,284,2021-11-05 16:31:49,Twitter Media Studio - LiveCut,7,0,0.06617965367965369,wpositive,None
CEO breaks down the company s earnings growth the future of work and more,1456658001402683395,124,2021-11-05 16:21:45,Twitter Media Studio - LiveCut,9,1,0.11481481481481481,wpositive,None
Jobs report decent but should be so much better by,1456655780556558343,115,2021-11-05 16:12:56,SocialFlow,2,1,0.3333333333333333,positive,None
We have gotten staffed again but our wage growth is way closer to 15 20 CEO Garrett Reed says about the current labor market crunch and inflation impact on the business,1456655668102971399,208,2021-11-05 16:12:29,Twitter Media Studio - LiveCut,8,4,0.0,neutral,None
Asking for bipartisan support on his Build Back Better and infrastructure bills President Biden says Let s build an incredible economic progress build on what we ve already done Let s show the world that America s democracy can deliver and propel our economy forward,1456652067955789830,299,2021-11-05 15:58:10,Twitter Media Studio - LiveCut,15,4,0.39999999999999997,positive,None
Labor Secretary Vaccine requirement will help people feel safe at work boost labor force participation by,1456651564198858756,171,2021-11-05 15:56:10,SocialFlow,14,2,0.5,positive,None
What does transitory mean breaks it down on this week s Yahoo U,1456651329284227078,99,2021-11-05 15:55:14,Twitter Media Studio - LiveCut,14,3,-0.23402777777777778,wnegative,None
President Biden says his economic rescue and vaccinations plans have made the economy the envy of the world That s what the numbers say but we want to make sure people continue to feel it in their lives bank accounts hopes and expectations,1456650357409566727,270,2021-11-05 15:51:23,Twitter Media Studio - LiveCut,5,1,0.35,positive,None
home CEO discusses the company s revenue growth,1456649009075003400,94,2021-11-05 15:46:01,Twitter Media Studio - LiveCut,3,4,0.0,neutral,None
Unemployment has decreased this year by more than any other year since 1950 President Biden says on the October jobs report claiming to have reached a 4 6 unemployment rate two years faster than forecasters original 2023 prediction,1456647865879732226,262,2021-11-05 15:41:29,Twitter Media Studio - LiveCut,27,6,0.0875,wpositive,None
Needham amp Company Managing Director Bernie McTernan on Airbnb s surge in Q3 The big thing is that the broader tailwind that they re benefitting from is that travel is changing People are traveling more longer stays On a more short term basis demand is coming back,1456645625660035076,298,2021-11-05 15:32:34,Twitter Media Studio - LiveCut,5,1,0.2,wpositive,None
CEO Jason Robins discusses the company s earnings and growth,1456643513840508932,98,2021-11-05 15:24:11,Twitter Media Studio - LiveCut,10,4,0.0,neutral,None
Chairman and CEO Tarang Amin on the boom in skin care Makeup really suffered during the pandemic but skin care ties into consumer needs Full interview,1456642264781008901,195,2021-11-05 15:19:13,Twitter Media Studio - LiveCut,4,3,0.275,wpositive,None
It was certainly a robust report upside in the total rate of job growth Morgan Stanley s Robert Rosener says about the jobs report If this kind of pace of job growth continues we could see that pre pandemic unemployment gap grow closed within the next 9 10 months,1456641938506010628,297,2021-11-05 15:17:55,Twitter Media Studio - LiveCut,4,3,0.14285714285714285,wpositive,None
The success of Bill Gates and other ultra rich depends on millions of poor people Billionaire Tom Steyer by and,1456640537973477378,180,2021-11-05 15:12:21,SocialFlow,19,8,0.037500000000000006,wpositive,None
The Federal Reserve is officially slowing its pace of asset purchases,1456639943405719554,120,2021-11-05 15:10:00,Twitter Media Studio,10,5,0.0,neutral,None
In the last 20 months the impact that the virus has had on workers and workers psyche has been tremendous U S Labor says on striking workers This administration would love to see workers and businesses working together collectively,1456639252029186053,280,2021-11-05 15:07:15,Twitter Media Studio - LiveCut,6,2,0.3333333333333333,positive,None
Thousands of Amazon workers in NYC want a union Will they win by,1456638236915273728,124,2021-11-05 15:03:13,SocialFlow,6,2,0.8,spositive,Amazon
Labor force participation is a big concern says on the October jobs report We really have to focus on how do we bring confidence back into those folks that are just afraid of coming back One of the ways of doing that is vaccinated employees or testing,1456636799405670400,299,2021-11-05 14:57:30,Twitter Media Studio - LiveCut,3,2,-0.07999999999999999,wnegative,None
We re evaluating all of our platforms and where we play today first and foremost the categories we want to continue to grow in CEO Chris Metz says We re also looking at near adjacencies playing off the strengths and competencies within Vista Outdoor,1456632866381733890,302,2021-11-05 14:41:52,Twitter Media Studio - LiveCut,3,1,0.175,wpositive,None
GM to extend Chevrolet Bolt plant shutdown by three weeks,1456628722371633164,105,2021-11-05 14:25:24,SocialFlow,77,17,0.0,neutral,None
Kroger confirms press release on grocer accepting bitcoin cash is fake,1456628696085934089,118,2021-11-05 14:25:18,SocialFlow,11,3,-0.5,negative,None
Why this Republican senator wants to protect a controversial trading practice by,1456628484416102401,142,2021-11-05 14:24:28,SocialFlow,5,1,0.375,positive,None
I was happy to see what I thought was healthy growth in construction manufacturing transportation and warehousing President jane says on the jobs report adding she s concerned about unemployment in Black men at nearly double national rate,1456626658551771138,301,2021-11-05 14:17:12,Twitter Media Studio - LiveCut,15,8,0.2833333333333333,wpositive,None
Pop culture is 365 days a year we love the fact that we re not seasonal CEO says Some things slide and we re putting out so much content on a week to week basis it helps us when there are slight delays,1456620685879652359,265,2021-11-05 13:53:28,Twitter Media Studio - LiveCut,90,18,0.17777777777777778,wpositive,None
Expert Higher interest rates are like a flu shot for your retirement portfolio by,1456619299544653830,143,2021-11-05 13:47:58,SocialFlow,7,2,0.25,wpositive,None
reports from on NVDA s surge,1456618545454923783,71,2021-11-05 13:44:58,Twitter Media Studio - LiveCut,9,1,0.0,neutral,None
mcck and review Q3 earnings for UBER ABNB and PINS,1456617518504849409,98,2021-11-05 13:40:53,Twitter Media Studio - LiveCut,8,1,0.0,neutral,None
Think about where we ve been the past 24 months especially with fintechs Vice Chairman and CEO says The opportunity to look for acquisitions that could fit in nicely to our platform will present itself going into 2022 Full comments,1456615271964291077,291,2021-11-05 13:31:58,Twitter Media Studio - LiveCut,19,8,0.18333333333333335,wpositive,None
Americans are too grumpy by,1456613576760774656,88,2021-11-05 13:25:13,SocialFlow,13,1,0.0,neutral,None
and mcck break down PTON stock s 43 dip,1456610761606930437,86,2021-11-05 13:14:02,Twitter Media Studio - LiveCut,7,2,-0.15555555555555559,wnegative,None
We are set up for positive economic surprises Co CIO Keith Lerner says on the jobs report exceeding expectations The summer slowdown is in the rearview mirror We continue to expect above average economic growth into next year Full comments,1456610289198280712,284,2021-11-05 13:12:10,Twitter Media Studio - LiveCut,11,4,0.11818181818181817,wpositive,None
The job has gotten undeniably worse if you work in any kind of customer service role Univ of Michigan Professor says If you want to put people in those conditions they re going to demand higher wages and I think we re going to have to reckon with that,1456607004185800714,304,2021-11-05 12:59:06,Twitter Media Studio - LiveCut,10,2,0.15,wpositive,None
What we need to see is labor force participation go up and we didn t see that in this particular report Univ of Michigan s says Employers have to want to hire workers enough that they change their hiring algorithm so they re not screening out people,1456605279798312960,304,2021-11-05 12:52:15,Twitter Media Studio - LiveCut,10,3,0.08333333333333333,wpositive,None
October jobs report Payrolls grew by 531 000 as unemployment rate fell to 4 6 by mcck,1456604207163887627,142,2021-11-05 12:48:00,SocialFlow,20,6,0.0,neutral,None
The labor market continues to heal This is a really positive report today John Hancock Investment Management Co Chief Investment Strategist says on the October jobs report I don t think this changes the Fed s strategy at all Full comments,1456603910098014214,285,2021-11-05 12:46:49,Twitter Media Studio - LiveCut,11,3,0.28863636363636364,wpositive,None
RT Live now on with on ALL things jobs and yes maybe some Peloton too PTON,1456601417016295432,140,2021-11-05 12:36:54,Twitter for iPhone,0,1,0.13636363636363635,wpositive,None
BREAKING October jobs report Payrolls grew by 531 000 as unemployment rate fell to 4 6 by mcck,1456601101499879424,152,2021-11-05 12:35:39,SocialFlow,15,6,0.0,neutral,None
Breaking October Jobs report states that non foreign payrolls rose by 531 000 and the unemployment rate fell to 4 6,1456600909895581698,142,2021-11-05 12:34:53,Twitter Media Studio - LiveCut,18,5,0.2375,wpositive,None
JUST IN Payrolls grew by 531 000 as unemployment rate fell to 4 6 by mcck,1456600211300749315,130,2021-11-05 12:32:07,TweetDeck,8,2,0.0,neutral,None
Ethereum falls from all time high but Solana on track to hit 250 via,1456599339082649600,133,2021-11-05 12:28:39,SocialFlow,13,3,0.16,wpositive,None
Toomey vows fix to badly flawed cryptocurrency broker plan in infrastructure bill by,1456594014296231936,148,2021-11-05 12:07:29,SocialFlow,12,2,-0.5,negative,None
NEXT WEEK Join us for Crypto Goes Mainstream on 11 9 from 1 5PM ET Yahoo Finance and Decrypt present an afternoon of live conversations with some of the biggest names in crypto Read more,1456588856963129344,239,2021-11-05 11:47:00,TweetDeck,5,5,0.1590909090909091,wpositive,None
The growing link between vaccine mandates and open jobs Morning Brief by,1456569185836883974,133,2021-11-05 10:28:50,SocialFlow,7,3,0.0,neutral,None
Apple SharePlay How to watch movies and TV shows with up to 33 people at once by,1456491696372568077,143,2021-11-05 05:20:55,SocialFlow,7,1,0.0,neutral,Apple
Expert Food prices are going up three times what we re used to in the last decade by,1456486565958520835,146,2021-11-05 05:00:32,SocialFlow,14,5,0.0,neutral,None
Powell commits to ensuring trading scandal never happens again at Federal Reserve by,1456480613406584832,142,2021-11-05 04:36:52,SocialFlow,19,3,0.0,neutral,None
GOP Rep Kevin Brady has lots of issues with the Biden administration Tariffs isn t one off them by,1456473949995417600,162,2021-11-05 04:10:24,SocialFlow,8,0,0.0,neutral,None
This West Virginia town will give you a 20 000 incentive to move in by,1456464576502026240,132,2021-11-05 03:33:09,SocialFlow,13,4,0.0,neutral,None
Facebook s metaverse will still track your every move by,1456459216223416344,118,2021-11-05 03:11:51,SocialFlow,30,14,0.0,neutral,Facebook
Cowen CEO Cryptocurrency regulation would be a good thing by,1456453655293476868,121,2021-11-05 02:49:45,SocialFlow,18,9,0.7,spositive,None
Sen Toomey blasts stablecoin bank idea as crypto regulation debate heats up by,1456447289405366276,140,2021-11-05 02:24:27,SocialFlow,9,1,0.0,neutral,None
Why the socialist label sticks to Democrats by,1456442106600378369,109,2021-11-05 02:03:52,SocialFlow,9,3,0.0,neutral,None
Test optional leads to more options for students and revenue losses for Big Test by,1456436793964998672,144,2021-11-05 01:42:45,SocialFlow,7,0,0.25,wpositive,None
Costco is dominating ahead of the holiday season by,1456430437312696322,111,2021-11-05 01:17:30,SocialFlow,22,5,0.0,neutral,Costco
Climate change We need private capital for riskier green projects Apollo co founder says by,1456425186157342727,156,2021-11-05 00:56:38,SocialFlow,3,1,-0.1,wnegative,None
NEXT WEEK Join us for Crypto Goes Mainstream on 11 9 from 1 5PM ET Yahoo Finance and Decrypt present an afternoon of live conversations with some of the biggest names in crypto Read more,1456422762407366685,239,2021-11-05 00:47:00,TweetDeck,9,1,0.1590909090909091,wpositive,None
McDonald s McRib NFTs fuel social media mentions new data shows by,1456419243248033795,131,2021-11-05 00:33:01,SocialFlow,6,1,0.08484848484848484,wpositive,None
Ethereum booms on NFT interest crypto investors hunting metaverse money by,1456412726843019271,136,2021-11-05 00:07:07,SocialFlow,16,5,0.0,neutral,None
