tweets,id,len,date,source,likes,retweets,polarity,sentiment,companies
RIP PTON,1456621745394302977,33,2021-11-05 13:57:41,Twitter Web App,131,15,0.0,neutral,None
What s trending on Stocktwits,1456619539148517380,82,2021-11-05 13:48:55,Twitter Web App,25,1,0.8,spositive,None
Happy Friday fam What s on your watchlist today,1456617128413499393,51,2021-11-05 13:39:20,Twitter Web App,35,0,0.40727272727272723,positive,None
Happy Thursday PTON fell 32 today after reporting earnings Redbox rose 45 after signing a deal w Fremantle Live Nation is profitable once more Read all about it in today s Daily Rip,1456413759560462339,249,2021-11-05 00:11:13,Twitter for iPhone,23,5,0.0,neutral,None
RT Looking at Peloton s stock price after reporting earnings,1456373146806890497,97,2021-11-04 21:29:50,Twitter for iPhone,0,340,0.0,neutral,None
Represent Stocktwits in your local community Introducing the Stocktwits Community Ambassador Program,1456360411763290113,132,2021-11-04 20:39:14,Twitter for iPhone,10,5,0.0,neutral,None
WeHouse,1456300811940732931,32,2021-11-04 16:42:24,Twitter Web App,15,3,0.2,wpositive,None
Market Update The S amp P 500 has been on fire for six days straight and the Dow is close to breaking a record,1456267308356173837,138,2021-11-04 14:29:17,Twitter Web App,29,5,0.0,neutral,None
You should also have stocks,1456246646925414407,54,2021-11-04 13:07:11,Twitter Web App,84,7,0.0,neutral,None
RT Can t wait for Microsoft to charge me 9 99 mo to use Office in the Metaverse,1456246260604841991,97,2021-11-04 13:05:38,Twitter Web App,0,111,0.0,neutral,Microsoft
Overheard on Stocktwits today Are you bullish or bearish on TSLA,1456245132689387526,121,2021-11-04 13:01:10,Twitter Web App,9,1,0.0,neutral,None
michael45 we hear you king,1456242886387900420,34,2021-11-04 12:52:14,Twitter Web App,2,0,0.0,neutral,None
Trending on Stocktwits this AM What s on your watchlist,1456241769520185345,109,2021-11-04 12:47:48,Twitter Web App,32,5,0.13611111111111113,wpositive,None
Z is down 51 YTD Are more losses to come or can Zillow turn it around Place your bets Read about the whole story in yesterday s Daily Rip,1456037859023101952,194,2021-11-03 23:17:32,Twitter for iPhone,23,4,0.29375,wpositive,None
Happy Wednesday The Fed declared that it will begin decreasing its asset purchases later this month Allbirds had a successful market debut skyrocketing over 90 Roku dipped 8 55 after hours on weak guidance and a sales miss Rip it,1456037539614269444,297,2021-11-03 23:16:15,Twitter for iPhone,32,5,0.225,wpositive,None
Before Zillow closes up this chapter of its business it ll have to sell its backlog of over 7 000 properties worth over 2 8 billion Most of it will end up in the hands of mega banks and foreign governments,1456036005308424194,211,2021-11-03 23:10:10,Twitter for iPhone,20,3,0.0,neutral,None
The announcement coincided with the company s earnings report which was a swing and a miss Z tanked 10 25 on Tuesday and toppled another 24 today Here s the daily chart lots of carnage,1456036003639177220,220,2021-11-03 23:10:09,Twitter for iPhone,7,1,-0.04999999999999996,wnegative,None
Zillow announced yesterday that it would shutter its homebuying unit The reason Its homebuying AI failed to price houses accurately It might cost them over 550M by the time the dust settles,1456035999704920064,194,2021-11-03 23:10:08,Twitter for iPhone,11,1,0.2,wpositive,None
Zillow ain t having it this week Shares of the online real estate marketplace have plummeted 36 to one year lows Here s what s up,1456035997469249547,139,2021-11-03 23:10:08,Twitter for iPhone,63,6,0.0,neutral,None
What is the stock market equivalent of Stockholm Syndrome,1455998843384999940,61,2021-11-03 20:42:30,Twitter for iPhone,35,4,0.125,wpositive,None
Chips for Charity is back All proceeds will go towards Wall Street Bound Donate 200 to play The first 200 people to sign up will receive a Chips for Charity hat We look forward to seeing you on the tables again this year,1455998654360215567,275,2021-11-03 20:41:45,Twitter for iPhone,16,9,0.0,neutral,None
,1455947145136250886,46,2021-11-03 17:17:04,Twitter Web App,3,0,0.0,neutral,None
RT Join us FB META,1455947070909599747,108,2021-11-03 17:16:46,Twitter Web App,0,4,0.13636363636363635,wpositive,None
We re live,1455946160544309252,37,2021-11-03 17:13:09,Twitter for iPhone,16,1,0.0,neutral,None
Come join us,1455944891469602825,45,2021-11-03 17:08:06,Twitter Web App,0,0,0.5,positive,None
20 minutes until our about FB Drop your favorite meme about the metaverse in the replies,1455937570597183489,110,2021-11-03 16:39:01,Twitter for iPhone,16,5,0.0,neutral,None
Trending on Stocktwits What s on your watchlist,1455884134690209794,101,2021-11-03 13:06:41,Twitter for iPhone,32,3,0.225,wpositive,None
Happy Tuesday The Dow Jones Industrial Average finished above 36 000 for the first time ever Avis Budget Group over doubled today after reporting earnings Zillow is ending its homebuying unit Rip it,1455668903011622912,261,2021-11-02 22:51:26,Twitter for iPhone,28,2,0.0,neutral,None
How d your portfolio do today,1455648043873751043,30,2021-11-02 21:28:32,Twitter for iPhone,15,2,0.0,neutral,None
Did you buy oil for your hair We need to know,1455630575516241920,62,2021-11-02 20:19:08,Twitter for iPhone,14,0,0.0,neutral,None
We re about to get meta tomorrow on tomorrow 11 3 at 1 PM ET talking about all things FB Come join us,1455625018256379910,147,2021-11-02 19:57:03,Twitter for iPhone,7,2,0.0,neutral,None
,1455624593968861188,21,2021-11-02 19:55:22,Twitter for iPhone,1,0,0.0,neutral,None
,1455624139956424704,19,2021-11-02 19:53:33,Twitter for iPhone,2,0,0.0,neutral,None
,1455624087322169349,19,2021-11-02 19:53:21,Twitter for iPhone,0,0,0.0,neutral,None
,1455623979834744840,16,2021-11-02 19:52:55,Twitter for iPhone,1,0,0.0,neutral,None
Definition of diamond hands,1455623934746021889,40,2021-11-02 19:52:44,Twitter for iPhone,2,0,0.0,neutral,None
Did you keep it,1455623784891834379,32,2021-11-02 19:52:09,Twitter for iPhone,1,0,0.25,wpositive,None
What was the first company you invested in Have you held onto the stocks,1455623374139449356,78,2021-11-02 19:50:31,Twitter for iPhone,68,0,0.0,neutral,None
,1455602114726703108,47,2021-11-02 18:26:02,Twitter for iPhone,36,5,0.0,neutral,None
,1455551428857110528,38,2021-11-02 15:04:38,Twitter for iPhone,1,0,0.5,positive,None
Okay we ll bite What s JASMY,1455513100950646786,82,2021-11-02 12:32:20,Twitter for iPhone,53,5,0.0,neutral,None
What s the stock market equivalent of Stockholm Syndrome,1455301731122823175,67,2021-11-01 22:32:25,Twitter for iPhone,1,0,0.0,neutral,None
In the words of Cardi B If it s up then it s up then it s up then it s stuck,1455299571282849795,110,2021-11-01 22:23:50,Twitter for iPhone,3,0,0.0,neutral,None
Ford and Amazon backed EV company Rivian is chasing a 60 billion valuation for its opening trade next week Are you taking the over or the under RIVN,1455297162867351555,158,2021-11-01 22:14:16,Twitter Web App,20,4,0.0,neutral,Amazon
Are you bullish or bearish on LCID,1455276183625650180,36,2021-11-01 20:50:54,Twitter for iPhone,7,2,0.0,neutral,None
The company which is majority owned by the Saudi Arabia Public Investment Fund merged with Churchill Capital Corp IV on July 23 They re up 54 7 since then Check out the LCID stream on Stocktwits,1455276181251665923,251,2021-11-01 20:50:53,Twitter for iPhone,9,3,0.039999999999999994,wpositive,None
The 14 year old company formerly called Atieva reached a market cap of over 60 billion It s now the 13th most valuable automaker behind Ferrari,1455276176335900673,148,2021-11-01 20:50:52,Twitter for iPhone,7,3,0.12878787878787878,wpositive,None
Several customers were invited to the company s California headquarters to pick up their new whips for the formal rollout of the EV s first car Lookin sleek,1455276172611362816,185,2021-11-01 20:50:51,Twitter for iPhone,10,1,0.425,positive,None
On Thursday the company announced the first customer deliveries of its Lucid Air Dream Edition would take place on Oct 30 On the news LCID stock rose over 30 intraday,1455276164411531267,196,2021-11-01 20:50:49,Twitter for iPhone,9,1,0.0,neutral,None
Lucid stock was trippin last week The EV company electrified investors treating them to a 53 jump It was its biggest week since the company finished its SPAC merger It s time for a thread,1455276157121748996,200,2021-11-01 20:50:48,Twitter for iPhone,40,6,0.0,neutral,None
Choose your fighter,1455235322162331648,20,2021-11-01 18:08:32,Twitter for iPhone,19,2,0.0,neutral,None
,1455187755089252352,23,2021-11-01 14:59:31,Twitter for iPhone,23,1,0.2857142857142857,wpositive,None
Reply to this with a gif that explains the stock market right now,1455187507734274056,67,2021-11-01 14:58:32,Twitter for iPhone,26,1,0.8,spositive,None
Happy Monday Here s what s trending on Stocktwits this AM What s on your watchlist today,1455147250674552837,147,2021-11-01 12:18:34,Twitter for iPhone,62,13,0.0,neutral,None
,1454851365700788226,17,2021-10-31 16:42:50,Twitter for iPhone,0,0,0.8,spositive,None
Happy Halloween What s the spookiest thing you could say to an investor or a trader,1454851296247402500,114,2021-10-31 16:42:33,Twitter for iPhone,23,6,0.0,neutral,None
Here s what s trending on Stocktwits as we roll into some weekend relaxation What streams will YOU be watching this weekend,1454190641454501890,154,2021-10-29 20:57:21,Twitter Web App,53,10,0.8,spositive,None
Happy Friday Reply to this post with a gif of how you your portfolio did this week,1454074325917736968,92,2021-10-29 13:15:09,StockTwits Web,49,4,-0.03333333333333333,wnegative,None
Amazon and Apple rounded out a big week for Big Tech GFS closed the day 1 77 in its trading debut Facebook Is Going Meta Rip it,1453881384599175171,163,2021-10-29 00:28:28,Twitter Web App,24,9,0.0,neutral,"Amazon, Apple, Facebook"
Trending on Stocktwits,1453768487734743044,74,2021-10-28 16:59:51,Twitter Web App,46,6,0.0,neutral,None
Everyone trying to access their crypto accounts rn to check their SHIB X holdings like,1453471818380201988,111,2021-10-27 21:21:00,Twitter for iPhone,121,24,0.26875,wpositive,None
Congratulations to for winning a Wall St Bull Thanks to all who participated in our NFT giveaway GMI Make sure to watch and our other NFT streams on Stocktwits for upcoming giveaways features and announcements,1453461164399149056,289,2021-10-27 20:38:40,Twitter for iPhone,35,7,0.09999999999999999,wpositive,None
Just a reminder that today is public mint day for Wall Street Bulls and our giveaway is still going for a few more hours LFG,1453362437151993866,151,2021-10-27 14:06:21,Twitter for iPhone,89,20,0.0,neutral,None
Big tech companies reported after the bell Lockheed Martin lost 11 8 following earnings Sweetgreen files to go public Rip it,1453138843302043650,184,2021-10-26 23:17:52,Twitter for iPhone,21,2,0.03409090909090909,wpositive,None
The crypto exchange and digital wallet SPAC d to market via VPC Impact Acquisition Holdings earlier in 2021 The company debuted under its new ticker last week,1453108199733743619,160,2021-10-26 21:16:06,Twitter for iPhone,7,0,0.0,neutral,None
BKKT bolted 235 on Monday to close at all time highs Here is the daily chart,1453108197846302721,106,2021-10-26 21:16:06,Twitter for iPhone,11,1,0.0,neutral,None
MasterCard will incorporate crypto into its loyalty solutions meaning consumers can spend and earn in crypto Fiserv plans to enhance its crypto prospects by allowing retailers to provide customers with a choice of crypto payment methods,1453108192083390471,239,2021-10-26 21:16:05,Twitter for iPhone,7,3,-0.125,wnegative,None
Shares of the company soared after sealing two deals one with MasterCard and the other with Fiserv,1453108190980288517,100,2021-10-26 21:16:04,Twitter for iPhone,5,0,0.3,wpositive,None
BKKT rose an astronomical 235 on Monday If you re lost on why look no further It s time for a thread,1453108189868736519,116,2021-10-26 21:16:04,Twitter for iPhone,36,4,0.0,neutral,None
,1453089762122797056,23,2021-10-26 20:02:51,Twitter for iPhone,2,0,0.0175,wpositive,None
RT One is incredibly high The other is Elon Musk,1453075120336031749,90,2021-10-26 19:04:40,Twitter for iPhone,0,334,0.4454545454545455,positive,None
RT WIN A FREE WALL ST BULL NFT We have officially partnered with to be a part of their new NFT stream platform,1453052351548469259,140,2021-10-26 17:34:11,Twitter for iPhone,0,39,0.0,neutral,None
,1453052334351785997,16,2021-10-26 17:34:07,Twitter for iPhone,29,2,0.0,neutral,None
Stocktwits is launching NFT streams Let s kick it off with a Wall St Bulls NFT giveaway Enter 1 Like RT 2 Follow 3 Add to your watchlist on Stocktwits 24 hrs 1 winner gets a Bull NFT Rules,1453051047035944971,299,2021-10-26 17:29:00,Twitter Web App,814,528,0.0,neutral,None
Would you buy a Tesla with Bitcoin,1453033865552015368,63,2021-10-26 16:20:44,Twitter for iPhone,41,8,0.0,neutral,Tesla
RT michael burry rn,1453023504622919681,51,2021-10-26 15:39:34,Twitter for iPhone,0,121,0.0,neutral,None
Trending on Stocktwits,1452983292853170191,73,2021-10-26 12:59:46,Twitter for iPhone,54,6,0.8,spositive,None
Happy Monday Bakkt soared 235 after sealing two deals Tesla topped 1 trillion market cap Facebook beat earnings but missed sales expectations,1452781180034686979,203,2021-10-25 23:36:39,Twitter for iPhone,44,6,0.0,neutral,"Tesla, Facebook"
It s all in your head,1452723936186273792,46,2021-10-25 19:49:11,Twitter for iPhone,253,20,0.0,neutral,None
TSLA just hit a 1T market cap are you invested,1452678725091291141,50,2021-10-25 16:49:32,Twitter for iPhone,25,4,0.0,neutral,None
SHIB,1452670724670361604,29,2021-10-25 16:17:44,Twitter for iPhone,111,18,0.0,neutral,None
,1452654585890361353,25,2021-10-25 15:13:36,Twitter Web App,84,11,0.2857142857142857,wpositive,None
Doug right now,1452637785630908421,54,2021-10-25 14:06:51,Twitter for iPhone,5,0,0.16,wpositive,None
RT Tesla s stock price is so high it Hertz,1452637622849966085,59,2021-10-25 14:06:12,Twitter for iPhone,0,613,0.0,neutral,Tesla
What s on your watchlist this week,1452616441174413313,35,2021-10-25 12:42:02,Twitter for iPhone,132,31,0.0,neutral,None
Check out our TSLA thread,1452616349709213697,51,2021-10-25 12:41:40,Twitter for iPhone,9,0,0.0,neutral,None
Trending on Stocktwits,1452616224068755458,73,2021-10-25 12:41:10,Twitter for iPhone,53,8,-0.08333333333333334,wnegative,None
RT Trump s fans on social media have pumped the stock on Reddit and StockTwits fueling heavy trading,1451940531743956993,136,2021-10-23 15:56:13,Twitter for iPhone,0,49,0.05000000000000002,wpositive,None
Happy Friday Trump s SPAC went crazy again and over doubled today PTLO popped 28 6 in just its second day of trading American Express exceeded earnings and sales expectations Rip it,1451684381677035523,224,2021-10-22 22:58:22,Twitter for iPhone,21,4,0.0,neutral,None
,1451610305172230148,11,2021-10-22 18:04:01,Twitter for iPhone,1,0,0.0,neutral,None
DWAC,1451568462896189441,5,2021-10-22 15:17:45,Twitter for iPhone,14,4,0.0,neutral,None
Trending on Stocktwits,1451533236308480007,73,2021-10-22 12:57:46,Twitter for iPhone,58,14,0.0,neutral,None
RT It just goes to show Stock prices can fall in a Snap,1451312582019649536,73,2021-10-21 22:20:58,Twitter for iPhone,0,77,0.0,neutral,None
TSLA is up 27 YTD Is 1K up next Place your bets And in the meanwhile check out the TSLA stream on Stocktwits,1451292841876013058,145,2021-10-21 21:02:31,Twitter for iPhone,13,2,0.08,wpositive,None
TSLA bolted 3 4 to all time highs The stock even ticked an intraday high of 900 Here s the daily chart,1451292839556665350,136,2021-10-21 21:02:31,Twitter for iPhone,19,7,0.0,neutral,None
Tesla manufactured 237 823 vehicles in Q3 2021 and delivered 241 300 in that time Vehicle shares and leasing totaled 12 06 billion or 87 6 of revenue,1451292834007506950,153,2021-10-21 21:02:30,Twitter for iPhone,8,6,-0.1,wnegative,Tesla
The electric carmaker had a record quarter for both revenue and profit The company recorded EPS of 1 86 analysts expected 1 59 and revenue of 13 76 billion analysts expected 13 63 billion Revenue grew 57 YoY,1451292833059573767,244,2021-10-21 21:02:29,Twitter for iPhone,7,3,0.1111111111111111,wpositive,None
Tesla had a tremendous day following its earnings beat last night Here are the details,1451292831130267649,95,2021-10-21 21:02:29,Twitter for iPhone,59,7,0.0,neutral,Tesla
,1451275110317531143,39,2021-10-21 19:52:04,Twitter for iPhone,79,8,0.0,neutral,None
FB,1451223476182847489,3,2021-10-21 16:26:53,Twitter for iPhone,9,3,-0.12121212121212122,wnegative,None
Facebook is rebranding What s their new name going to be Wrong answers only,1451223415894036480,82,2021-10-21 16:26:39,Twitter for iPhone,112,16,0.0,neutral,Facebook
If you had to let one friend manage your portfolio who would it be and why Tag them,1451163667752443909,90,2021-10-21 12:29:14,Twitter for iPhone,24,5,0.0,neutral,None
Trending on Stocktwits,1451163391872184321,73,2021-10-21 12:28:08,Twitter for iPhone,53,9,0.6,positive,None
Accidentally liked one of my ex s Stocktwits posts from 2018,1450973715848699917,118,2021-10-20 23:54:26,Twitter for iPhone,80,1,0.1621212121212121,wpositive,None
Introducing Litepaper Stocktwits new newsletter Sign up for Litepaper to get the SparkNotes on crypto NFTs and DeFi delivered directly to your inbox First send goes out on Monday,1450964018756308996,238,2021-10-20 23:15:54,Twitter for iPhone,20,5,0.0,neutral,None
Come join our about all things Bitcoin,1450962389726269440,80,2021-10-20 23:09:25,Twitter for iPhone,8,2,0.0,neutral,None
This brings Bitcoin s 1 year performance to over 450 It s well into the triple digit club now,1450931093675384836,122,2021-10-20 21:05:04,Twitter Web App,40,3,0.13333333333333333,wpositive,None
Bitcoin appreciated momentum on Tuesday thanks to the ETF It busted above 64 000 Today BTC broke into all time highs over 67 000 The trend is your friend,1450931086217916421,215,2021-10-20 21:05:02,Twitter Web App,27,2,0.35,positive,None
BITO rose 4 8 to 41 94 in its trading debut Nearly 24 million shares were traded in its debut making it one of the biggest ETF debuts in history,1450931082174599169,150,2021-10-20 21:05:01,Twitter Web App,9,2,0.25,wpositive,None
Yesterday was the launch of ProShares Bitcoin Strategy ETF It became the United States first ever bitcoin linked exchange traded fund,1450931080832372737,163,2021-10-20 21:05:01,Twitter Web App,5,1,0.13636363636363635,wpositive,None
Maybe you ve seen the hype on the new bitcoin futures ETF but don t know what it s all about It s time for a thread,1450931079855104000,123,2021-10-20 21:05:01,Twitter Web App,28,3,0.0,neutral,None
Send us a message or reply to this if you want to join as a speaker Bitcoin,1450893005125267467,101,2021-10-20 18:33:43,Twitter for iPhone,15,2,0.0,neutral,None
,1450892836484886538,13,2021-10-20 18:33:03,Twitter for iPhone,0,0,0.0,neutral,None
King of diamond hands over here,1450875576781320197,43,2021-10-20 17:24:28,Twitter Web App,1,0,0.0,neutral,None
How s your portfolio doing this week,1450874733923340293,37,2021-10-20 17:21:07,Twitter Web App,13,5,0.0,neutral,None
,1450831896993226754,23,2021-10-20 14:30:54,Twitter for iPhone,159,27,0.0,neutral,None
BTC just hit 65k,1450824673298681864,44,2021-10-20 14:02:11,Twitter for iPhone,81,17,0.0,neutral,None
Will Bitcoin break its ATH today,1450807342463950855,34,2021-10-20 12:53:19,Twitter for iPhone,14,2,0.0,neutral,None
Here s what s trending on Stocktwits this AM,1450807179951460358,96,2021-10-20 12:52:41,Twitter for iPhone,16,2,0.8,spositive,None
Happy Tuesday Netflix posted robust subscriber growth and earnings after hours The newBitcoin ETF BITO jumped 4 8 to 41 94 in its debut Zillow will stop buying and renovating homes through the end of this year Rip it,1450606664952995842,284,2021-10-19 23:35:54,Twitter for iPhone,20,1,0.0,neutral,Netflix
You can go on Stocktwits anytime you want,1450606348878688259,74,2021-10-19 23:34:39,Twitter for iPhone,2,0,0.0,neutral,None
Congrats,1450570246817988613,26,2021-10-19 21:11:11,Twitter for iPhone,6,0,0.0,neutral,None
Obviously Check out the BITO stream on Stocktwits,1450504956964974593,103,2021-10-19 16:51:45,Twitter for iPhone,6,0,0.0,neutral,None
BITO Proshares Bitcoin ETF started trading on the NYSE,1450470092358172679,58,2021-10-19 14:33:13,Twitter for iPhone,19,5,0.0,neutral,None
Gm Here s what s trending on Stocktwits this AM,1450439405781622787,99,2021-10-19 12:31:16,Twitter for iPhone,38,7,0.13636363636363635,wpositive,None
We re live on Twitter Spaces with amp Come join us,1450243300577923074,109,2021-10-18 23:32:01,Twitter for iPhone,10,1,0.25,wpositive,None
You ll have to read The Daily Rip for more info,1450232083754979334,64,2021-10-18 22:47:27,Twitter for iPhone,1,0,0.19772727272727275,wpositive,None
Happy Monday The first Bitcoin linked ETF will make its debut tomorrow Apple released new Airpods MacBook Pros and HomePod devices The Big Short investor Michael Burry is no longer short TSLA Rip it,1450230892828430337,267,2021-10-18 22:42:43,Twitter for iPhone,33,8,0.0,neutral,Apple
We re doing another Bitcoin this Wednesday 10 20 at 7 00 PM ET Come join us,1450207088995602436,123,2021-10-18 21:08:08,Twitter for iPhone,40,5,0.0,neutral,None
,1450154359174619146,1,2021-10-18 17:38:36,Twitter for iPhone,19,6,0.0,neutral,None
What do you think is announcing AppleEvent,1450133693662646276,75,2021-10-18 16:16:29,Twitter for iPhone,33,2,0.0,neutral,None
news Awful way to tell someone you re breaking up with them,1450098101423902722,70,2021-10-18 13:55:03,Twitter for iPhone,3,0,0.25,wpositive,None
What does it do,1450098013771288581,29,2021-10-18 13:54:42,Twitter for iPhone,5,0,0.2,wpositive,None
No one You a seasoned trader Markets never sleep Weekends are for crypto,1450097978031677442,80,2021-10-18 13:54:34,Twitter for iPhone,25,0,-0.16666666666666666,wnegative,None
No one Your friend that started trading a month ago I actually really look forward to Mondays,1450097893520691200,123,2021-10-18 13:54:13,Twitter for iPhone,194,28,0.0,neutral,None
Tell us what UPST does in five words or less,1450089071641042945,52,2021-10-18 13:19:10,Twitter Web App,117,6,0.0,neutral,None
Gm Here s what s trending on Stocktwits this AM,1450076454922985475,99,2021-10-18 12:29:02,Twitter for iPhone,44,10,0.0,neutral,None
RT Weekends are for crypto on,1449888429471318016,81,2021-10-18 00:01:53,Twitter for iPhone,0,1,0.0,neutral,None
RT news Breaking Bitcoin just had its highest weekly close in history,1449888351344078849,104,2021-10-18 00:01:35,Twitter for iPhone,0,62,0.12878787878787878,wpositive,None
How d your portfolio do this week,1449105753458028548,34,2021-10-15 20:11:49,Twitter for iPhone,15,1,0.1361111111111111,wpositive,None
Small caps are cruisin The Russell 2000 has ripped 2 20 this week as the top performing index Are new highs on the horizon Time will tell Here s the weekly chart,1449077067371499530,195,2021-10-15 18:17:50,Twitter for iPhone,10,1,0.125,wpositive,None
Inflation soared to its highest level in more than a decade In September the CPI climbed 0 4 MoM versus 0 3 in August Inflation will cause a 5 9 increase in Social Security payouts for seniors and other Americans the largest increase in over four decades,1449077062887739393,263,2021-10-15 18:17:48,Twitter for iPhone,9,0,0.08333333333333333,wpositive,None
The big banks kicked off earnings szn JPMorgan Chase and Co Bank of America Wells Fargo and Morgan Stanley all beat on top and bottom lines Here is the Financial ETF XLF s daily chart,1449077061470011394,218,2021-10-15 18:17:48,Twitter for iPhone,3,1,0.0,neutral,None
Bitcoin broke above 60 000 for the first time since May BTC is already up 40 in October Here s the daily chart,1449077055212204032,145,2021-10-15 18:17:47,Twitter for iPhone,4,1,0.0,neutral,None
What a whirlwind week on Wall Street Here s a recap of this week s highlights,1449077049684119556,82,2021-10-15 18:17:45,Twitter for iPhone,11,3,0.8,spositive,None
Drop a gif in the replies that describes your Friday mood,1448997841695821825,84,2021-10-15 13:03:01,Twitter for iPhone,27,3,0.0,neutral,None
Happy Friday Here s what s trending on Stocktwits this AM,1448997699764764697,113,2021-10-15 13:02:27,Twitter for iPhone,34,8,0.0,neutral,None
,1448802100402589702,11,2021-10-15 00:05:12,Twitter for iPhone,3,0,0.1,wpositive,None
,1448796928968466433,44,2021-10-14 23:44:39,Twitter for iPhone,1,0,0.13636363636363635,wpositive,None
It s Friday junior Big Banks bounced higher after stellar earnings reports Walgreens waltzed 7 4 following blowout earnings GitLab gained 35 today in its public debut Rip it,1448792627856515074,241,2021-10-14 23:27:34,Twitter for iPhone,15,2,0.0,neutral,None
We re live on talking about all things SHIB Come join us,1448785818852728833,101,2021-10-14 23:00:31,Twitter for iPhone,56,10,-0.5,negative,None
One hour until our SHIB Drop a in the replies if you re joining,1448771986256240642,108,2021-10-14 22:05:33,Twitter for iPhone,98,19,0.0,neutral,None
me sorry if I m bothering you stock market,1448725442458963975,52,2021-10-14 19:00:36,Twitter for iPhone,39,3,0.0,neutral,None
Which NFT projects should we make streams for on Stocktwits,1448681787253739525,64,2021-10-14 16:07:07,Twitter for iPhone,64,8,0.0,neutral,None
SHIB,1448662048297029632,5,2021-10-14 14:48:41,Twitter for iPhone,312,133,0.0,neutral,None
If you had to pick a celeb to manage your portfolio who would it be and why,1448628175580323840,82,2021-10-14 12:34:05,Twitter for iPhone,37,1,0.0,neutral,None
Trending on Stocktwits,1448628027357900802,73,2021-10-14 12:33:30,Twitter for iPhone,37,8,0.2,wpositive,None
,1448421884454973441,17,2021-10-13 22:54:22,Twitter for iPhone,0,0,-0.15555555555555559,wnegative,None
Happy Wednesday JP Morgan Chase kicked off big bank earnings GlaxoSmithKline plans to spin off its consumer health business next year Inflation surged last month and remained at its highest level in over a decade Rip it,1448421732168183811,284,2021-10-13 22:53:45,Twitter for iPhone,13,5,0.0,neutral,None
CRSP is down 37 in 2021 Check out the CRISPR stream on Stocktwits,1448351691825459211,99,2021-10-13 18:15:27,Twitter for iPhone,2,0,0.0,neutral,None
Here s the YTD daily chart,1448351689971486725,51,2021-10-13 18:15:26,Twitter for iPhone,1,0,0.03333333333333333,wpositive,None
Despite the news shares sank 5 60 to one year lows,1448351684002975749,53,2021-10-13 18:15:25,Twitter for iPhone,0,0,0.2,wpositive,None
One dosage of CTX110 had a 58 overall response rate and a 38 complete response rate no evidence of cancer Additionally the company stated that the therapy s reported side effects were typically moderate in character,1448351681754828809,222,2021-10-13 18:15:24,Twitter for iPhone,2,0,-0.15555555555555559,wnegative,None
CRISPR reported promising results in the Phase 1 CARBON trial of CTX110 in relapsed or refractory CD19 B cell malignancies yesterday after the close,1448351680479866884,176,2021-10-13 18:15:24,Twitter for iPhone,1,1,0.0,neutral,None
Buy the rumor sell the news This may have been the case with CRISPR Therapeutics CRSP was trending on Stocktwits this morning and it s down 5 60 today Here s what s up,1448351679418671108,181,2021-10-13 18:15:24,Twitter for iPhone,21,2,0.175,wpositive,None
groundbreaking technical analysis,1448341043359932423,48,2021-10-13 17:33:08,Twitter for iPhone,3,0,0.0,neutral,None
big if true,1448340958131654656,21,2021-10-13 17:32:47,Twitter for iPhone,1,0,-0.15,wnegative,None
Markets be like,1448339267999211521,52,2021-10-13 17:26:04,Twitter for iPhone,82,17,0.0,neutral,None
